Mixture	LFQ.intensity.imputed_B.memory_04_steady-state	LFQ.intensity.imputed_B.naive_04_steady-state	LFQ.intensity.imputed_B.plasma_04_steady-state	LFQ.intensity.imputed_mTregs_04_steady-state	LFQ.intensity.imputed_T4.naive_04_steady-state	LFQ.intensity.imputed_nTregs_04_steady-state	LFQ.intensity.imputed_T4.CM_04_steady-state	LFQ.intensity.imputed_T4.EM_04_steady-state	LFQ.intensity.imputed_T4.EMRA_04_steady-state	LFQ.intensity.imputed_Th1_04_steady-state	LFQ.intensity.imputed_Th17_04_steady-state	LFQ.intensity.imputed_Th2_04_steady-state	LFQ.intensity.imputed_T8.naive_04_steady-state	LFQ.intensity.imputed_T8.CM_04_steady-state	LFQ.intensity.imputed_T8.EM_04_steady-state	LFQ.intensity.imputed_T8.EMRA_04_steady-state	LFQ.intensity.imputed_mDC_04_steady-state	LFQ.intensity.imputed_pDC_04_steady-state	LFQ.intensity.imputed_Basophil_04_steady-state	LFQ.intensity.imputed_Eosinophil_04_steady-state	LFQ.intensity.imputed_Neutrophil_04_steady-state	LFQ.intensity.imputed_MO.classical_04_steady-state	LFQ.intensity.imputed_MO.intermediate_04_steady-state	LFQ.intensity.imputed_MO.nonclassical_04_steady-state	LFQ.intensity.imputed_NK.bright_04_steady-state	LFQ.intensity.imputed_NK.dim_04_steady-state	P-value	Correlation	RMSE
healthy_sample_0	0.0450903970201361	0.0513329460607724	0	0.0342051247329883	0.0633987819548242	0.00675447984347787	0.0819627280756541	0.079525557317272	0	0.0384297940095123	0.0539719253376778	0.0541286211804561	0.095165496838203	0.027999836979821	0.050779516992184	0.0371062981073974	0.022070731136358	0.0203916219432339	0.0255811453021709	0	0.0691885408145032	0.0465333115604174	0.0195694954255364	0.0204443879268902	0.0257531497315302	0.0306161117089834	0	0.996678424783466	0.100089873793161
healthy_sample_1	0.0452454450686994	0.0341193279198795	0	0.0275297224159375	0.0817884610792769	0.0070454422678251	0.0862241128703167	0.069278220496293	0	0.0572383851051277	0.0426212740202604	0.0570207409817599	0.0791943133190172	0.0331354952822342	0.0581999506140444	0.043858951220732	0.0197391232396692	0.0185821207761639	0.024488620428004	0	0.0631498160664348	0.0586190465986883	0.0195569142097849	0.0141169811718862	0.0233566938349225	0.0358908410130421	0	0.996769479632448	0.0987865905729352
healthy_sample_2	0.0572687392045024	0.0466142253103788	0	0.0292568700376851	0.0834078556171429	0.00350002645164967	0.0689651692011921	0.0963979502162114	0	0.0520415153231681	0.0513468164377887	0.0499333409853307	0.0788792512133925	0.0320743633956671	0.0692458457086724	0.0438906424999887	0.0170089848763408	0.0176298242381097	0.0233356395974496	0	0.0467518448973053	0.0480092548869525	0.0128165609409924	0.0116762917826563	0.0316733436726275	0.0282756435047952	0	0.997137713639207	0.0913234861626669
healthy_sample_3	0.0472137595181151	0.0488944333088699	0	0.0232338920869768	0.0818425018470767	0.0160273767598436	0.071836472524084	0.0774096115673803	0	0.0503171514354484	0.0597641732075282	0.0546740075858024	0.0853437176451751	0.031284848748157	0.0560092101977378	0.0398235237604591	0.0166196462494487	0.0145903035634949	0.0286222979977268	0.00113030362359706	0.0524267214666078	0.0526773351715066	0.0172076373311595	0.0169754482403001	0.0254217449267829	0.0306538812367212	0	0.996689406381723	0.0978977668475657
healthy_sample_4	0.0426232771422939	0.0552890740783274	0	0.0325586732310312	0.0712125047938481	0.00377379666670721	0.101035436414735	0.0829969136631658	0	0.0449526764500073	0.0442031732307078	0.0508283813155338	0.0952468438056033	0.0206003280695143	0.0522374647237554	0.0535804543894364	0.018760538249472	0.0195792832552564	0.0214815479395985	0	0.0550455031768371	0.0473822674162371	0.0129118653894296	0.02053902600661	0.0244414037010609	0.0287195668908317	0	0.997238220475123	0.0913319741877083
unhealthy_sample_0	0.356002786516447	0.446285511038446	0	0.00848641866253165	0.00376429985354796	0.000169059173305922	0.014828955180625	0.0145077964179395	0	0.0182908655748444	0.00120124667122281	0.0188772935138747	0.0203840177887094	0.00574588280475125	0.0141509277262791	0.00791353028807286	0.0162306247642681	0.00750444468475673	0.0107823648356404	0	0.00363046134194642	0.00481166487444254	0.00728889394445571	0	0.00333506952843747	0.0158078848154548	0	0.995521528172732	0.098982343553156
unhealthy_sample_1	0.257512643461652	0.5129936029046	0	0	0.00488876681109604	0.00182935843816627	0.00653113438060144	0.0197178381516637	0	0.0196805603965593	0.00952001000634374	0.036794429783948	0.017764984833591	0.00231720353442822	0.0155998116843546	0.0164830350638894	0.0186139846232187	0.0139524497171521	0.00955856364786437	0	0.00458272032791303	0.000242291959534892	0.0186357882608198	0	0.00245046128539717	0.0103303607272065	0	0.995918787924465	0.0956575894366879
unhealthy_sample_2	0.329383276486833	0.435000117705742	0	0.00189217313576598	0.00881274865738873	0.00021956550576975	0.00778902646658594	0.0190149462233152	0	0.0170903069406832	0.00999268952031422	0.0184022109379579	0.0286556573116762	0	0.0129120356659821	0.0159652960544977	0.0196083826579153	0.0085403228675735	0.0110238792360382	0	0.0086018025211523	0.00964565284716205	0.00957892606551684	0	0.0105489566481853	0.0173220265439451	0	0.9935301872069	0.117678902723715
unhealthy_sample_3	0.318636775520865	0.474483412465962	0	0.0016549825028742	0.00697199407182733	0.00142783034424321	0.005343074748414	0.0253393056419484	0	0.00878863878795554	0.00722516483951167	0.0159530250253144	0.0267002360470153	0.00729362604630676	0.0110869421191903	0.0148655700378185	0.0127392650565441	0.0100558325564806	0.0116380458252756	0	0.00483757202954409	0.00637161456531924	0.00776452128824902	0	0.0133328314543803	0.00748973902496074	0	0.995246234986133	0.101779110380128
unhealthy_sample_4	0.276015483599853	0.518303899985152	0	0.0192572706500469	0.0166401825408834	0	0.0190792767050752	0.0277519900548607	0	0.0115798982648079	0.00366312785728293	0	0.011260681762819	0.00757784824544392	0.00987016532301403	0.00668260796575271	0.0158028420195455	0.00350373484502358	0.00477890451312661	0	0.00386801886010879	0.00613697323606918	0	0.00516439813117015	0.0208539109571595	0.012208784482805	0	0.994657330846666	0.10707659485939
