Mixture	LFQ.intensity.imputed_B.memory_04_steady-state	LFQ.intensity.imputed_B.naive_04_steady-state	LFQ.intensity.imputed_B.plasma_04_steady-state	LFQ.intensity.imputed_mTregs_04_steady-state	LFQ.intensity.imputed_T4.naive_04_steady-state	LFQ.intensity.imputed_nTregs_04_steady-state	LFQ.intensity.imputed_T4.CM_04_steady-state	LFQ.intensity.imputed_T4.EM_04_steady-state	LFQ.intensity.imputed_T4.EMRA_04_steady-state	LFQ.intensity.imputed_Th1_04_steady-state	LFQ.intensity.imputed_Th17_04_steady-state	LFQ.intensity.imputed_Th2_04_steady-state	LFQ.intensity.imputed_T8.naive_04_steady-state	LFQ.intensity.imputed_T8.CM_04_steady-state	LFQ.intensity.imputed_T8.EM_04_steady-state	LFQ.intensity.imputed_T8.EMRA_04_steady-state	LFQ.intensity.imputed_mDC_04_steady-state	LFQ.intensity.imputed_pDC_04_steady-state	LFQ.intensity.imputed_Basophil_04_steady-state	LFQ.intensity.imputed_Eosinophil_04_steady-state	LFQ.intensity.imputed_Neutrophil_04_steady-state	LFQ.intensity.imputed_MO.classical_04_steady-state	LFQ.intensity.imputed_MO.intermediate_04_steady-state	LFQ.intensity.imputed_MO.nonclassical_04_steady-state	LFQ.intensity.imputed_NK.bright_04_steady-state	LFQ.intensity.imputed_NK.dim_04_steady-state	P-value	Correlation	RMSE
healthy_sample_0	0.0631331692712222	0.0365740164324253	0	0.0430195029082176	0.0540671804664022	0.0197051020926318	0.105871054279184	0.028521738471779	0	0.0381103085752091	0.0278505578369942	0.0758041793659367	0.0752191576538289	0.0776709443680565	0.0677468383844265	0.0444340918019267	0.029946419880259	0.0142887274148952	0.0200003087782456	0	0.0561888042370728	0.0490595823094195	0.0194689282770636	0.00946161096401115	0.0201274849308908	0.0237302912999019	0	0.996860189477875	0.0963384545170115
healthy_sample_1	0.0632139281279269	0.0191792246205733	0	0.0357941660744704	0.075709330703256	0	0.117577161154668	0.039194545668475	0	0.07257005659321	0.0395595901645203	0.0342874628734432	0.0766112635934315	0.0603901075520857	0.076011461102961	0.0478109574495799	0.01832442133405	0.0205473512236854	0.0178988171999476	0	0.0528532551658553	0.0517450135669245	0.00586573622820586	0.0182343977630214	0.0367666850207487	0.01985506681896	0	0.997304939355887	0.0901518938661469
healthy_sample_2	0.067630567848744	0.0300174789021073	0	0.0302728525200438	0.0597293541266218	0.00205665347102303	0.119474668638138	0.0506554273337189	0	0.0454224196425294	0.0330297699484236	0.0637536283630634	0.0830737786551983	0.0337434109994839	0.0755255632494618	0.0552169684411159	0.0250830739665266	0.0212272706561892	0.018109644881997	0	0.0607835534662705	0.0592830471559893	0.0122314196642525	0.0124149647279548	0.0319169295456824	0.00934755379546478	0	0.997163072980954	0.093500821977872
healthy_sample_3	0.0624283690794104	0.0261338323577623	0	0.0398597939291735	0.0681224222079591	0.0106919243127537	0.123343018084969	0.0300034210170119	0	0.0598488616050769	0.0374647083632899	0.0400333596128958	0.0773580728265867	0.0621690520913617	0.0688942640685023	0.0561820713228247	0.0239921807881307	0.0177401861554669	0.0157654497567346	0	0.0511570224474556	0.0523092081223065	0.0134973028842174	0.0127982447610088	0.0279346020365778	0.0222726321685241	0	0.997100753351699	0.0924903298314849
healthy_sample_4	0.0699072472657297	0.0226280739626615	0	0.0293507765728649	0.0800669590557568	0.00918716200337301	0.114516532184673	0.0540722999688101	0	0.0463147549004084	0.038110511941892	0.0433832150512631	0.0507096686008171	0.0681474412158402	0.0877046303513922	0.0394124243950863	0.0197826519322763	0.0187696667704093	0.0174504131147256	0	0.0562286044604616	0.0571291033034323	0.0109434936727778	0.0139125945041491	0.0357402622864037	0.0165315124847964	0	0.996978580286019	0.0949259575015551
unhealthy_sample_0	0.400183039956167	0.369191014922498	0	0	0.011057605939853	0.000736714166871233	0.00647435623021648	0.00572017901833144	0	0.0114567827949453	0.0106369643517194	0.0323856365239002	0.0303222380883559	0	0.0169385062993584	0.0100682931095689	0.0190091363682991	0.0116163955091609	0.01349734110728	0	0.00719816680804627	0.00436270917130924	0.0149107745061046	0	0.0094774390342127	0.0147567060938014	0	0.993611508212047	0.116495845103537
unhealthy_sample_1	0.439869149893896	0.340569494835393	0	0.0126945447290255	0.016157631669317	0.00355622886738724	0.0268564810418031	0.00254201777458135	0	0.0107459800750421	0.00591076805324494	0.0125782096505485	0.0196210454691126	0.0191297665819462	0.0141007148486288	0.0143543028153688	0.0158770619313689	0.00981932736043161	0.00648479870298982	0	0.005561990292858	0.00172530875579369	0.00135849311941819	0	0.00875230367260217	0.0117343798592431	0	0.996122978724738	0.0925183156000765
unhealthy_sample_2	0.441462965072281	0.346009943455988	0	0.00809073739318416	0.0212826554123354	0.00502138117277441	0.018602046041923	0.00175820583435505	0	0.016247519946698	0.00533885990327466	0.00666100222302264	0.0217977359744111	0.00298667386031289	0.0155700081910197	0.0111178376092227	0.0187562371219848	0.00883934984297649	0.00801004585384728	0	0.00579096240786073	5.79613799684067e-05	0	0.00293903651260315	0.0170449600331334	0.0166138747568233	0	0.992831357705748	0.122484822605795
unhealthy_sample_3	0.489519636227347	0.246971288051581	0	0	0.0461099166528924	0.010928787570987	0.0231906107933739	0.0186754965222074	0	0.0260430872361627	0.000426576965181313	0	0.0124704602925693	0.0135117133216643	0.0249596143613295	0.00333105952478857	0.0196403030816338	2.0811875989561e-05	0.0142218827459628	0	0.00695769542504382	0.00719547815317956	0	0.00181423203684928	0.0111646822123411	0.0228466669489154	0	0.987903668326766	0.15720497461697
unhealthy_sample_4	0.507165288932574	0.304730197885462	0	0.004643125865507	0.0127072356652417	0.00137008009889915	0.00913645480603776	0	0	0.0186941036324767	0.00168173728118578	0.0149363190336288	0.0296717493036716	0.0162752055872116	0.0168338497686652	0.0055817977775325	0.0169152653386294	0.00811062091447282	0.00655491007937178	0	0.00335605973003751	0.00175841498258857	0.00159288324874536	0	0.000588385588977426	0.0176963144790832	0	0.995238123922035	0.101125169543704
