LFQ.intensity.imputed_B.memory_04_steady-state	LFQ.intensity.imputed_B.naive_04_steady-state	LFQ.intensity.imputed_B.plasma_04_steady-state	LFQ.intensity.imputed_mTregs_04_steady-state	LFQ.intensity.imputed_T4.naive_04_steady-state	LFQ.intensity.imputed_nTregs_04_steady-state	LFQ.intensity.imputed_T4.CM_04_steady-state	LFQ.intensity.imputed_T4.EM_04_steady-state	LFQ.intensity.imputed_T4.EMRA_04_steady-state	LFQ.intensity.imputed_Th1_04_steady-state	LFQ.intensity.imputed_Th17_04_steady-state	LFQ.intensity.imputed_Th2_04_steady-state	LFQ.intensity.imputed_T8.naive_04_steady-state	LFQ.intensity.imputed_T8.CM_04_steady-state	LFQ.intensity.imputed_T8.EM_04_steady-state	LFQ.intensity.imputed_T8.EMRA_04_steady-state	LFQ.intensity.imputed_mDC_04_steady-state	LFQ.intensity.imputed_pDC_04_steady-state	LFQ.intensity.imputed_Basophil_04_steady-state	LFQ.intensity.imputed_Eosinophil_04_steady-state	LFQ.intensity.imputed_Neutrophil_04_steady-state	LFQ.intensity.imputed_MO.classical_04_steady-state	LFQ.intensity.imputed_MO.intermediate_04_steady-state	LFQ.intensity.imputed_MO.nonclassical_04_steady-state	LFQ.intensity.imputed_NK.bright_04_steady-state	LFQ.intensity.imputed_NK.dim_04_steady-state
healthy_sample_0	0.0313585489744757	0.031303691637518	0.0621785784094734	0.0319023371762224	0.0285452912500953	0.0285307196225334	0.0297427286887812	0.0306662832287807	0.035135505253938	0.0362967873562493	0.0341739931639548	0.0289216946359523	0.0274071073134598	0.0339955181659555	0.0319829994196558	0.0327662455032643	0.039792735944245	0.0405086892048618	0.0496673654418866	0.0529201497764406	0.0839860379661609	0.0505557156244386	0.0415220415161738	0.0424922702433231	0.0344074144258498	0.0292395500563099
healthy_sample_1	0.0257565897849565	0.0351345302729796	0.0557270891927459	0.0342979618623503	0.0355999122394259	0.028736234086684	0.0321108912990643	0.0372915744925613	0.0355903759637507	0.032887416033368	0.0277980223938193	0.0267902016304004	0.0334035082193846	0.0337074632068132	0.0289109147386087	0.0335790760707535	0.0343948631404138	0.0415926103044126	0.0480323043738856	0.0570468833508346	0.0879639954742807	0.0510665261209932	0.0459279828486139	0.038417125026706	0.0308631154212217	0.027372832450972
healthy_sample_2	0.0267313358806548	0.0274692872064626	0.0546608913608663	0.0327554595218285	0.0262903172572259	0.0312536992266609	0.039757277553551	0.0304902034821746	0.038614362091495	0.0337680670458015	0.0303653545584253	0.030036428944513	0.0285485009105313	0.0394211793133554	0.0337089278067593	0.0270060705534547	0.046041345116843	0.0363569648497847	0.0450165965887027	0.0594211335265037	0.0887983763981546	0.0510020792587996	0.0438289631292109	0.0373031614871256	0.0358187032539463	0.0255353136771689
healthy_sample_3	0.0299475911407806	0.031212716530874	0.0604008474155198	0.0339782361673261	0.029388794006686	0.0321558596230476	0.0336832463756055	0.0297734372648864	0.0333204140741182	0.0340768762624844	0.0302601078191922	0.0316898725754245	0.0294841695795217	0.0293354567439308	0.0329278275286007	0.0335089481586936	0.0396735067388701	0.0386099522712724	0.0432869664324962	0.0510540366684566	0.0876404267642866	0.0517679582024205	0.0470576664759189	0.0402769207282554	0.0347643857389291	0.0307237787124022
healthy_sample_4	0.0311474707112583	0.0275371590352734	0.0566720246150287	0.0350625152863173	0.029018587496007	0.0340315548136012	0.0349480780635299	0.029440329988744	0.040500748750539	0.0376097655185634	0.0270126555431135	0.0313928751485918	0.0259933625821321	0.0334847924604682	0.0296667848632365	0.0300882840095381	0.0395619950122228	0.0369269770822362	0.0447440599608658	0.0510489322183046	0.0867546215410839	0.0490810489092947	0.0520729710821677	0.0443740667535308	0.0319516513765602	0.029876687177791
unhealthy_sample_0	0.0470161971767114	0.050724207205255	0.0525462895367092	0.0281843877832926	0.026076973189152	0.0299926211419932	0.0294721633581584	0.0273041146102562	0.0328608656348048	0.0349112975090683	0.0267052074868323	0.0308600653895518	0.0278282742188464	0.0328935951099481	0.0320206144989794	0.0301326667199742	0.0435123911355836	0.0403692990197901	0.0463145642563854	0.0550475464254062	0.0811362757271445	0.0469270348203556	0.0441007106917594	0.0419744118727143	0.0293957986906902	0.0316924267906375
unhealthy_sample_1	0.0474264043390045	0.0481239589598715	0.0668894139288153	0.0349311213590003	0.0279194914213926	0.0346002182561321	0.0287019875992496	0.0254326133392645	0.0361913340148915	0.0364239769945442	0.0255716689109561	0.0238681326873509	0.030353032760232	0.0270728128357711	0.0267958158508195	0.0300294105533946	0.0366971809614779	0.0408422652810507	0.0442635881569631	0.0494528569672751	0.0813347134774911	0.0529361525071412	0.0419068664233337	0.0361964435799069	0.0300812128956162	0.035957325939054
unhealthy_sample_2	0.0418211172023705	0.0470789325906081	0.0668054326671944	0.0329412654735538	0.0232126543072106	0.0290505978984955	0.0331052635533362	0.030708224852733	0.0388598303079359	0.0341060797040035	0.026004686231449	0.0300030356246338	0.0247685368881388	0.0267765400116176	0.0338483935355541	0.0314853136343278	0.0432911311815935	0.0384556122477666	0.0521642340552226	0.0472741958738522	0.0750063648406729	0.0415769012820303	0.0455742332118015	0.0437801495160456	0.0312347065776574	0.0310665667301947
unhealthy_sample_3	0.041849029652525	0.0437641521470286	0.0638566855947338	0.0344358279952745	0.0262431740580769	0.0340288493280093	0.0287510450640223	0.0344386250309804	0.0365491806073942	0.0302340259035213	0.0273723601824423	0.0262344721793947	0.0221626825822328	0.0292191441315788	0.0300978723284474	0.0314283066410849	0.0440224079922413	0.0460131583122996	0.0452437266772715	0.0594420615467398	0.0713983482028503	0.0539487826300884	0.0377869192445223	0.0405435819024057	0.0313071831734471	0.0296283968913869
unhealthy_sample_4	0.0458222189899072	0.042070707462667	0.0676799012045832	0.0365634607833882	0.0282640792252552	0.0333087137581908	0.0320379189523697	0.0256518796941762	0.0308624420786305	0.0315242621635715	0.0290662116283401	0.0274386259924252	0.0250433932026329	0.0322563261159879	0.0296483577204826	0.028578333676651	0.0434158689031412	0.0403888927030245	0.0477712362701729	0.0576633736485581	0.0787553140160898	0.043905649952461	0.0475953903972521	0.0345426649742368	0.0283065708267467	0.0318382056590576
